timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W]
2026/09/23 17:07:46.658, 42129, 46068, 96, 336.13
2026/09/23 17:07:47.659, 42129, 46068, 89, 325.44
2026/09/23 17:07:48.662, 42129, 46068, 90, 313.35
2026/09/23 17:07:49.664, 42129, 46068, 88, 317.37
2026/09/23 17:07:50.666, 42129, 46068, 96, 335.95
2026/09/23 17:07:51.669, 42129, 46068, 88, 339.10
2026/09/23 17:07:52.671, 42129, 46068, 90, 329.05
2026/09/23 17:07:53.672, 42129, 46068, 92, 329.81
2026/09/23 17:07:54.674, 42129, 46068, 89, 316.26
2026/09/23 17:07:55.675, 42129, 46068, 88, 319.50
2026/09/23 17:07:56.677, 42129, 46068, 96, 327.11
2026/09/23 17:07:57.679, 42129, 46068, 92, 308.53
2026/09/23 17:07:58.680, 42129, 46068, 89, 328.42
2026/09/23 17:07:59.682, 42129, 46068, 96, 319.55
2026/09/23 17:08:00.684, 42129, 46068, 96, 337.03
2026/09/23 17:08:01.686, 42129, 46068, 95, 323.43
2026/09/23 17:08:02.689, 42129, 46068, 92, 320.89
2026/09/23 17:08:03.691, 42129, 46068, 89, 312.27
2026/09/23 17:08:04.693, 42129, 46068, 92, 333.08
2026/09/23 17:08:05.696, 42129, 46068, 92, 336.90
2026/09/23 17:08:06.697, 42129, 46068, 92, 325.54
2026/09/23 17:08:07.700, 42129, 46068, 92, 324.27
2026/09/23 17:08:08.702, 42129, 46068, 97, 323.28
2026/09/23 17:08:09.704, 42129, 46068, 91, 325.11
2026/09/23 17:08:10.705, 42129, 46068, 96, 324.39
2026/09/23 17:08:11.708, 42129, 46068, 93, 314.50
2026/09/23 17:08:12.709, 42129, 46068, 96, 331.67
2026/09/23 17:08:13.712, 42129, 46068, 96, 324.45
2026/09/23 17:08:14.713, 42129, 46068, 96, 331.37
